cgpa,coding_score,dsa_score,projects_count,project_complexity,internships,communication_score,mock_interview_score,resume_score,certifications,aptitude_score,technical_score,skill_match_score,ats_score,github_score,backlogs,college_tier,placement_ready
8.67,73,63,4,Medium,3,42,54,84,0,61,63,64,81,33,1,3,1
6.79,56,67,5,High,2,25,43,78,0,52,62,37,56,46,1,1,1
8.08,47,56,1,Medium,1,88,43,59,2,45,38,47,59,12,0,3,0
6.75,59,36,1,Low,1,61,46,54,3,50,52,25,44,53,0,3,1
7.92,49,51,3,Medium,0,39,24,65,2,43,46,15,37,41,0,2,0
7.83,59,32,1,Low,0,78,42,35,0,60,55,40,36,62,0,3,1
8.23,55,53,3,High,1,58,47,68,1,40,59,15,35,67,0,2,1
5.0,37,23,0,Low,1,43,64,44,3,35,43,33,57,57,3,2,0
7.54,64,34,1,Low,1,68,58,47,2,49,35,15,31,14,1,1,0
6.68,37,35,4,Low,3,62,28,100,5,61,40,36,66,29,0,2,1
7.27,76,18,2,Medium,1,50,59,62,4,53,58,55,56,31,3,2,1
9.14,42,10,1,Medium,1,48,43,74,1,72,73,42,43,90,1,2,1
9.17,57,42,2,Low,0,43,19,56,2,67,49,49,60,46,0,2,1
8.83,67,53,1,Medium,3,75,50,68,2,65,46,48,43,68,0,1,1
5.69,51,35,0,Low,2,39,35,67,3,39,47,35,36,39,0,2,0
6.93,50,16,2,Medium,2,47,40,56,1,61,54,68,51,0,0,2,0
6.58,48,26,4,Low,1,63,42,81,2,43,41,42,45,13,1,3,0
7.32,58,51,7,High,1,88,56,100,3,30,40,51,85,21,0,2,1
7.25,50,48,5,High,1,64,32,83,0,48,55,57,61,22,0,3,1
6.52,65,50,2,Medium,0,72,48,44,2,53,43,53,15,46,2,1,1
6.98,61,65,2,Low,1,63,45,43,2,30,40,72,50,46,0,3,1
6.35,58,51,2,Medium,2,78,65,58,2,36,38,42,52,0,0,3,0
7.4,42,23,2,Low,0,96,42,42,1,37,50,36,32,20,1,1,0
8.82,61,43,3,Low,0,54,42,72,1,68,59,37,38,26,0,2,1
8.35,56,23,3,Medium,1,62,41,98,4,76,43,36,63,61,0,3,1
9.08,52,39,5,Medium,0,65,64,68,1,57,36,25,41,43,0,2,1
5.92,49,55,7,High,1,71,53,88,2,50,66,54,55,25,3,2,1
8.48,54,53,2,Low,1,64,34,45,0,63,63,31,26,36,1,3,1
8.64,69,74,3,Low,0,52,52,61,1,76,72,55,53,7,0,3,1
7.43,41,29,3,Low,2,61,27,94,1,44,38,41,73,37,1,2,0
8.84,83,83,2,Medium,1,100,71,75,1,56,81,64,66,41,2,3,1
6.5,38,28,0,Low,2,67,56,59,0,43,23,15,21,6,3,3,0
9.65,70,76,1,Low,2,27,17,69,1,64,68,63,64,68,0,2,1
7.17,62,48,3,High,2,54,33,81,2,80,54,44,66,42,0,2,1
7.96,50,50,3,Medium,0,62,45,47,0,55,43,15,46,16,0,3,1
8.39,70,76,2,Medium,0,59,45,37,1,46,62,36,24,29,2,2,1
8.37,45,33,3,Medium,0,60,43,55,2,42,38,55,48,34,3,3,0
9.51,84,67,2,Low,1,67,57,63,2,77,64,80,66,56,0,2,1
5.57,43,54,4,Low,2,71,23,56,1,32,30,39,39,26,3,2,0
7.07,45,34,4,Low,1,66,50,76,4,58,21,41,60,2,0,2,1
9.8,65,30,1,Low,2,79,38,50,2,55,63,38,41,17,0,3,1
8.58,71,86,3,Medium,0,35,46,76,4,42,41,41,46,27,3,3,0
6.68,43,28,5,High,0,57,33,57,1,55,65,60,43,21,2,3,1
6.47,39,34,1,Low,2,69,70,63,2,39,32,36,59,22,0,3,0
7.63,53,59,1,Low,1,66,44,51,4,58,64,46,34,28,0,1,1
7.27,39,23,2,Medium,2,50,39,85,2,57,20,23,42,21,0,3,1
7.24,75,42,2,Medium,0,52,57,41,5,57,68,73,50,82,1,2,1
6.75,43,38,1,Low,3,46,40,73,2,45,51,54,57,42,0,3,0
7.04,62,21,6,High,1,79,53,62,1,58,69,60,40,60,0,3,1
10.0,72,51,1,Medium,2,28,30,49,1,53,38,46,38,52,2,1,1
9.69,56,47,3,Medium,0,38,37,54,1,34,34,32,33,35,0,3,0
6.61,49,35,3,Low,1,69,22,67,2,56,53,50,47,37,0,3,1
7.26,62,25,2,Low,2,71,56,64,1,53,53,29,70,41,1,2,1
7.02,49,63,2,Medium,2,33,69,67,2,42,45,24,42,45,1,3,0
8.81,77,60,0,Low,0,73,59,38,4,41,51,29,23,26,1,3,1
7.21,65,71,3,Medium,0,65,54,54,2,26,63,68,72,53,2,3,1
7.86,68,48,6,Low,1,71,34,94,5,54,86,47,74,44,1,1,1
6.35,42,21,2,Low,0,63,30,56,3,66,47,41,52,0,0,2,0
7.21,40,37,0,Low,1,69,52,53,4,49,45,32,32,25,3,3,0
6.63,42,31,4,High,0,70,25,66,1,43,39,76,72,0,0,3,0
5.67,46,19,0,Low,0,70,35,35,1,43,56,46,44,16,1,3,0
6.84,57,66,1,Low,1,66,54,54,2,75,65,19,39,31,2,2,1
9.05,38,22,4,High,1,60,47,61,1,69,31,47,32,0,2,1,1
8.61,61,20,3,Medium,1,60,46,55,3,46,41,35,42,35,0,3,0
5.12,42,54,0,Low,3,66,43,63,2,40,25,26,61,26,0,1,0
5.5,39,24,1,Low,0,76,44,50,0,46,70,31,41,38,0,3,0
7.4,69,44,6,Medium,1,97,46,79,0,39,58,52,56,32,3,1,1
6.15,51,14,2,Medium,0,71,45,32,0,54,39,39,30,36,0,2,0
9.4,82,88,4,High,1,68,61,79,2,52,53,44,56,47,1,2,1
8.17,56,24,0,Low,0,83,51,33,2,37,53,35,24,25,0,2,0
8.4,71,55,3,Medium,0,69,30,60,1,57,68,55,51,9,0,3,1
7.04,71,68,5,Low,0,42,64,67,3,49,64,17,58,40,1,3,1
6.84,66,57,2,Medium,0,48,32,50,1,49,47,23,50,54,1,2,1
8.51,47,37,5,High,2,94,52,77,2,48,46,62,54,9,1,1,0
7.51,52,15,1,Low,1,49,44,42,1,45,45,44,51,26,0,3,0
8.14,54,30,3,Low,3,72,42,61,2,69,41,31,52,30,0,3,1
8.48,66,54,1,Medium,1,44,47,58,2,62,45,19,46,61,2,2,1
6.85,59,34,1,Medium,0,85,44,44,1,37,50,42,43,36,2,2,0
9.66,57,47,2,Medium,0,53,69,55,2,39,47,56,39,39,1,2,1
7.84,57,55,5,Medium,0,63,43,63,0,43,53,83,57,34,2,3,1
9.29,41,48,1,Medium,0,57,49,38,3,63,53,65,51,14,3,2,0
6.16,64,31,4,Medium,1,71,38,77,1,38,66,37,42,15,0,3,0
7.35,47,70,1,Medium,1,65,51,67,3,43,32,25,35,22,1,2,0
6.12,47,49,3,Medium,1,78,38,62,4,38,47,15,43,36,0,3,0
7.4,50,39,2,Medium,0,73,30,52,1,51,54,28,31,32,1,2,1
7.5,68,68,1,Low,0,67,39,66,5,61,53,44,59,70,2,2,1
5.98,20,54,2,Low,0,73,24,36,0,44,29,16,20,30,0,3,0
9.08,64,28,1,Medium,0,74,54,44,3,61,51,76,52,63,0,3,0
8.88,62,45,1,Low,2,54,80,70,3,56,78,33,53,0,1,2,1
7.35,48,10,2,Medium,0,53,72,31,2,45,43,36,26,60,0,3,0
10.0,90,70,3,Medium,1,89,63,46,1,75,77,33,35,59,0,3,1
7.26,42,39,0,Low,1,74,55,26,0,60,40,38,22,33,1,2,1
7.25,62,47,1,Medium,0,69,35,34,5,75,52,25,29,55,1,3,1
8.2,63,39,1,High,2,47,19,65,0,63,39,58,45,38,0,3,0
8.36,75,26,5,Low,1,29,44,44,0,50,70,51,40,23,2,3,1
7.61,47,43,1,Low,0,56,47,44,1,42,50,17,39,57,0,3,0
7.96,48,60,1,Low,2,53,49,69,2,66,45,15,32,13,0,3,1
7.3,66,42,1,Low,0,56,61,36,1,41,39,28,26,19,1,2,1
6.4,53,48,4,Medium,0,77,45,65,5,56,50,44,55,27,1,3,1
6.95,33,10,2,Low,2,89,45,64,1,40,27,32,25,12,3,3,0
9.02,57,51,3,Low,1,81,61,64,2,64,50,35,66,34,0,3,1
9.42,71,48,1,Low,0,51,63,60,3,49,40,59,63,40,1,2,1
8.14,68,41,1,Medium,0,71,42,20,1,65,61,33,15,67,1,3,1
6.28,39,20,1,Low,2,53,39,44,1,31,36,15,15,32,0,2,0
7.74,21,13,2,Medium,0,28,29,52,1,56,45,31,40,0,0,3,0
5.96,52,47,6,Medium,0,60,45,74,2,42,41,57,47,16,1,2,0
6.12,32,10,2,High,1,84,35,63,1,46,30,46,59,11,3,3,0
6.48,24,15,8,High,2,55,31,100,2,42,20,15,63,6,2,2,0
6.5,20,18,5,High,0,76,42,66,2,42,40,16,44,1,3,3,0
6.21,57,28,3,Medium,2,50,33,76,4,47,58,56,54,12,1,1,1
7.48,56,71,5,Medium,1,74,35,99,1,40,45,31,79,39,3,3,1
5.54,40,20,0,Low,1,57,62,68,3,30,20,28,54,14,0,2,0
7.1,69,43,1,Medium,1,89,61,61,3,46,38,33,51,22,0,3,1
8.16,66,36,4,High,3,56,59,90,3,51,46,28,70,49,0,2,1
5.9,64,76,1,Medium,0,52,48,54,3,32,58,34,32,55,0,1,1
6.4,31,34,0,Low,0,88,56,39,0,58,41,44,50,13,1,2,0
6.45,48,24,1,Medium,2,51,40,57,0,43,23,31,40,64,1,3,0
5.75,25,39,2,Medium,1,65,41,48,2,41,34,44,45,59,3,3,0
8.92,60,50,0,Low,1,51,30,67,2,43,37,47,51,45,3,2,1
5.79,41,37,5,High,1,78,23,70,0,68,39,57,38,15,0,3,0
7.84,64,44,3,High,1,85,50,84,1,83,73,64,75,43,1,3,1
8.76,63,37,4,High,2,49,27,72,0,49,60,59,40,13,0,2,1
9.26,73,61,1,Low,2,71,30,53,1,76,77,55,38,26,1,3,1
6.32,56,36,3,Low,1,73,52,76,1,45,46,86,64,0,0,2,0
6.46,74,84,1,Medium,0,64,32,39,0,66,72,57,22,31,0,1,1
6.7,46,18,2,Low,1,89,61,55,1,52,36,15,25,2,1,3,1
6.5,37,53,5,Low,1,89,63,61,2,48,34,34,48,34,1,2,0
8.25,62,46,2,Low,1,46,26,77,5,26,39,26,47,22,0,2,1
7.67,46,41,2,High,1,83,51,44,0,42,40,50,39,33,1,3,0
7.68,73,68,5,High,0,71,77,54,0,53,41,57,39,58,3,3,1
8.35,56,34,1,Low,1,66,41,50,3,59,47,38,41,57,2,1,1
8.99,57,57,3,Low,1,57,52,85,6,45,64,33,54,27,0,2,1
6.2,41,10,2,Medium,2,35,60,47,2,37,23,30,21,30,0,3,0
8.72,70,43,3,High,1,67,32,57,1,65,43,36,42,48,0,3,1
8.67,60,33,4,Medium,0,67,36,69,1,41,32,50,42,61,0,3,0
7.51,47,19,3,Low,1,97,59,45,1,54,76,54,52,43,2,1,1
7.97,77,55,5,High,2,49,76,86,2,69,69,100,74,72,0,3,1
5.75,34,34,1,Low,1,33,19,44,2,48,33,21,58,0,0,1,0
8.22,59,56,1,Low,1,40,69,43,1,60,53,39,47,22,0,3,1
8.99,71,58,1,Medium,1,90,61,63,0,35,53,46,48,63,2,1,1
9.45,47,27,1,Low,0,53,16,24,2,52,36,32,32,39,0,3,0
7.13,58,51,2,Medium,2,86,73,87,5,75,50,58,45,32,0,2,1
6.13,34,30,3,Medium,0,62,31,58,4,38,31,23,50,10,0,3,0
9.66,77,72,4,Low,1,44,54,59,1,78,58,82,50,61,0,2,1
6.0,34,40,3,Low,0,98,28,46,3,37,28,35,39,0,0,3,0
7.68,64,50,1,Low,0,85,47,53,2,50,56,40,36,54,3,3,1
9.35,79,46,6,High,1,58,36,79,2,67,52,41,50,49,0,2,1
9.42,76,48,1,Medium,1,79,39,52,3,63,93,78,52,35,0,2,1
7.79,59,38,1,High,1,64,48,49,1,58,60,47,44,45,0,1,1
7.16,50,35,4,Medium,1,69,52,83,6,40,26,32,55,22,1,1,1
6.71,43,39,4,Low,1,93,43,57,5,34,20,19,39,26,0,2,0
9.34,83,73,3,Medium,1,34,31,58,2,51,53,53,33,48,1,2,1
9.37,57,44,2,Low,1,55,28,72,3,55,58,35,74,49,1,3,1
8.62,49,39,2,Low,1,62,47,39,2,55,51,60,44,32,2,3,1
7.43,62,50,3,High,1,68,51,42,0,64,53,56,47,0,0,1,1
9.05,54,35,2,Medium,1,39,42,44,0,61,43,36,34,4,3,2,1
9.21,53,28,2,Low,3,78,68,61,1,66,40,35,37,10,1,3,1
6.98,34,10,4,High,0,41,37,65,3,51,32,29,47,29,1,2,0
8.28,53,31,2,Low,2,39,42,52,2,43,32,35,44,42,0,2,0
5.05,39,39,2,Low,0,57,66,45,2,40,31,15,45,56,1,2,0
7.18,55,32,2,Low,0,96,52,57,4,52,64,17,59,12,0,2,1
5.81,56,40,1,Medium,0,100,86,43,0,53,39,27,49,59,0,1,1
7.25,59,53,3,High,1,70,66,78,2,38,53,42,38,0,0,3,1
6.55,47,45,4,High,0,57,37,50,0,23,44,25,32,28,0,2,0
8.87,60,30,4,Medium,2,64,57,100,7,61,40,53,74,40,3,3,1
9.59,73,71,2,High,2,68,52,59,1,67,51,46,44,48,3,3,1
6.89,66,68,2,Medium,1,88,40,63,1,47,64,78,59,33,0,3,1
6.78,52,24,3,High,1,40,37,95,4,49,34,27,39,33,3,2,0
5.41,36,17,3,High,3,83,26,85,3,52,37,32,66,0,0,2,0
8.34,48,56,8,High,2,36,37,85,2,51,68,40,40,46,3,2,1
5.76,27,21,2,Medium,1,53,41,55,1,40,42,34,26,21,1,2,0
8.9,71,21,1,Low,1,61,49,40,1,60,59,67,34,49,2,3,1
8.81,69,32,6,Low,1,69,56,78,2,44,62,60,61,35,2,1,1
8.2,66,47,5,High,1,61,52,95,1,54,53,16,41,33,0,3,1
5.44,41,16,4,Medium,0,65,51,51,3,41,50,43,32,35,1,3,0
7.28,70,47,3,Low,1,62,52,67,2,71,36,28,58,73,0,3,1
9.96,63,49,2,Low,0,34,36,31,0,61,53,41,31,9,1,2,1
6.21,58,67,3,Medium,1,72,59,60,2,48,23,45,52,5,1,3,0
7.42,54,38,2,Medium,1,76,51,66,2,63,52,25,33,37,3,3,1
8.38,52,57,2,Medium,3,86,25,81,3,46,41,55,61,24,1,1,1
7.28,60,68,6,Medium,3,95,53,91,1,67,71,44,62,38,0,1,1
9.82,73,77,4,Medium,1,69,48,74,5,85,75,89,60,43,2,2,1
7.95,61,51,3,Medium,1,87,57,67,2,54,45,43,50,49,0,2,1
9.6,68,23,5,High,0,62,51,84,1,56,50,72,49,35,2,2,1
9.86,68,59,3,High,1,35,19,53,2,83,68,70,56,16,0,1,1
7.23,82,78,1,Low,0,79,43,66,2,60,57,45,47,33,3,1,1
7.85,71,53,3,Medium,0,75,44,70,2,55,56,30,46,39,2,3,1
8.82,71,80,2,Medium,1,62,52,70,1,76,79,58,65,17,3,2,1
6.64,51,53,1,Low,0,60,56,43,1,64,39,28,39,29,0,3,1
7.6,67,60,2,Medium,0,70,33,64,2,48,47,69,54,41,0,2,1
5.45,48,54,2,Low,2,55,32,57,3,45,38,31,31,21,1,3,0
7.87,57,49,1,Low,0,69,47,43,4,61,89,49,54,38,1,2,1
6.22,43,10,2,Medium,0,45,24,55,1,46,47,15,23,0,1,3,0
10.0,69,45,4,Medium,0,47,47,61,1,48,67,58,59,22,0,2,1
8.62,23,39,3,High,0,38,33,54,2,46,39,15,20,0,1,1,0
10.0,72,43,1,Medium,0,100,54,20,0,48,65,59,41,60,1,3,1
6.21,41,30,3,Medium,2,63,44,70,3,51,46,43,63,70,0,3,0
9.49,86,49,4,Medium,0,83,62,55,4,48,66,47,27,33,1,2,1
7.4,54,69,2,High,2,42,25,71,2,54,30,49,59,27,1,3,1
7.22,39,57,1,Medium,0,58,36,41,2,73,50,31,38,9,2,2,0
5.48,42,21,3,High,1,71,48,64,4,59,42,15,48,29,1,2,0
7.67,43,37,3,High,1,88,65,87,0,31,42,57,69,13,2,3,1
5.48,48,28,1,Low,1,51,59,64,2,27,36,21,33,34,0,2,0
8.96,67,61,2,Medium,1,54,41,66,1,50,62,58,53,53,2,2,1
6.13,58,53,6,High,2,47,34,100,1,31,54,50,86,10,3,2,0
5.66,34,40,2,Medium,0,59,36,51,0,23,20,30,28,25,1,2,0
6.55,49,44,0,Medium,1,43,30,36,2,47,38,41,38,0,1,1,0
6.65,33,72,0,Low,2,36,43,51,4,56,20,15,46,14,2,1,0
7.72,64,34,6,High,0,66,51,85,2,65,59,73,59,31,1,3,1
9.49,73,30,1,Low,0,74,57,20,2,56,54,64,20,39,3,2,1
6.97,57,39,2,Medium,0,41,47,41,0,46,63,53,28,27,1,1,1
5.92,45,12,2,Medium,1,49,39,35,3,48,44,16,31,17,0,3,0
7.95,62,26,4,High,0,60,51,59,1,53,46,28,30,31,3,2,1
7.91,76,43,2,Medium,0,92,66,64,3,64,73,67,55,50,1,2,1
6.36,44,21,2,Medium,1,25,28,77,6,51,38,15,61,31,0,3,0
6.01,47,23,3,Low,1,70,33,83,4,40,34,39,57,30,1,3,0
7.59,42,42,2,Medium,0,74,65,65,0,30,39,15,34,13,1,1,0
9.06,53,34,6,High,0,49,30,68,1,78,74,35,50,53,1,3,1
5.9,46,34,0,Low,1,55,59,75,1,36,49,16,46,58,0,3,0
7.96,71,68,6,Low,3,67,57,100,2,59,65,56,76,16,0,3,1
5.0,36,18,3,Low,1,61,30,79,3,20,62,54,76,24,0,2,0
6.87,48,34,4,Medium,2,92,58,62,0,49,34,39,51,19,1,2,0
7.28,48,44,2,Medium,1,63,52,89,5,52,35,41,82,47,0,1,1
7.19,46,10,1,Low,0,77,67,48,0,52,45,39,45,27,2,3,0
8.97,67,16,4,High,1,70,37,100,6,96,85,67,67,41,0,3,1
8.75,44,40,0,Medium,2,74,43,46,0,51,30,38,62,36,0,3,1
8.1,73,63,5,High,1,48,65,60,2,65,82,18,39,37,2,2,1
7.16,44,66,2,Medium,2,65,51,79,4,57,26,43,46,59,0,2,1
8.44,69,55,3,High,3,60,56,63,3,49,52,60,77,51,1,2,1
6.41,33,40,0,Low,0,49,50,29,1,56,40,24,19,38,3,3,0
9.16,72,52,2,Low,0,78,55,56,3,58,47,18,30,38,0,1,1
8.83,71,59,2,Low,0,25,15,82,3,69,53,52,56,40,2,3,1
8.87,67,76,1,Medium,1,86,53,55,2,82,72,58,51,56,0,3,1
8.84,51,10,5,High,0,25,57,73,3,61,66,38,62,44,1,2,1
6.61,52,47,3,Medium,2,59,47,67,1,44,20,34,22,6,0,2,1
8.96,49,71,2,Low,0,78,37,29,1,72,53,56,45,31,3,2,0
8.68,59,50,1,Low,0,40,56,45,2,75,55,81,46,44,0,3,1
7.31,66,75,4,Medium,0,69,62,55,0,40,51,48,42,36,0,2,1
5.75,54,33,6,Medium,3,67,48,90,3,38,39,43,80,39,0,2,0
8.73,62,47,4,Low,1,67,56,51,1,66,40,29,41,35,2,3,1
9.18,53,42,3,Medium,2,55,30,74,4,59,67,38,57,0,1,2,1
8.73,70,20,2,Medium,3,53,44,74,2,47,68,51,56,15,3,1,1
7.7,56,26,2,Low,1,33,36,60,4,59,49,59,60,53,0,3,0
7.38,26,10,1,Low,0,60,46,27,1,59,29,36,45,10,0,3,0
8.27,69,65,4,Medium,0,78,49,57,0,52,47,75,31,45,3,2,1
7.25,53,55,0,Low,0,53,41,40,1,51,20,15,40,31,1,1,1
6.6,64,54,2,Medium,1,54,64,63,3,41,53,26,59,21,0,3,1
5.49,29,37,3,Medium,0,90,73,49,2,29,37,44,47,8,2,3,0
8.58,23,18,3,Medium,0,59,21,67,3,51,33,45,45,20,3,1,0
8.45,64,67,4,Medium,1,68,52,67,2,58,53,46,40,47,3,3,1
7.92,61,47,1,Medium,1,71,32,29,0,36,47,15,47,80,0,3,1
7.96,37,31,0,Low,1,59,37,58,2,49,27,16,29,12,3,2,0
5.96,34,24,2,Low,1,74,37,58,1,45,29,32,58,53,0,2,0
5.51,76,68,1,Low,2,79,74,54,1,56,57,39,47,28,0,3,1
5.88,41,27,1,Low,1,78,30,33,2,40,45,37,53,34,0,2,0
6.45,57,59,3,Low,0,80,36,47,2,32,59,73,47,37,0,3,1
9.45,58,28,1,Low,2,25,53,76,0,59,48,63,45,32,0,3,0
7.96,32,10,0,Low,3,40,22,47,3,48,22,36,39,19,0,3,0
8.68,60,57,3,Low,0,52,46,48,1,65,54,44,27,23,2,2,1
6.01,42,33,1,Low,1,47,39,51,2,40,62,32,66,43,0,3,0
5.76,39,25,4,High,1,49,25,73,2,20,20,37,58,6,2,2,0
9.29,64,63,4,Medium,0,78,44,44,2,100,77,54,50,44,2,2,1
6.67,53,32,2,Medium,2,63,58,64,1,50,62,45,58,46,3,2,1
5.0,38,28,1,Low,0,59,46,23,2,41,31,15,15,50,0,3,0
7.87,42,55,3,High,2,57,38,81,4,35,28,19,49,44,2,2,0
8.7,68,75,6,High,1,54,46,74,2,40,57,60,61,52,2,3,1
9.07,41,57,1,Low,1,57,42,53,5,59,47,18,56,11,0,2,1
8.89,38,27,2,Medium,0,86,50,64,3,63,51,39,37,7,3,3,1
7.37,63,67,2,Medium,0,30,54,47,2,60,79,60,39,15,0,1,1
7.33,60,32,2,Medium,0,84,53,55,2,54,53,51,44,11,1,1,1
5.7,43,21,5,High,0,100,57,74,2,29,20,36,46,25,0,3,0
5.87,28,10,4,Low,0,84,50,89,5,20,25,33,44,2,0,1,0
8.47,52,66,3,Low,2,44,47,57,2,56,50,31,15,55,1,2,1
6.73,47,24,4,Low,1,53,57,73,0,42,56,18,28,16,2,3,1
6.35,28,22,1,Low,2,80,40,80,7,31,25,15,60,18,0,3,0
9.73,59,32,2,Medium,1,57,38,61,4,73,51,54,51,30,0,2,1
6.66,57,55,3,Medium,2,52,39,54,1,29,25,17,45,6,1,3,1
6.23,64,44,5,Medium,3,60,56,100,5,53,59,32,58,60,0,3,1
6.73,45,16,4,High,0,41,34,42,0,31,76,30,34,40,1,1,0
5.84,54,49,3,Medium,2,59,71,82,3,45,42,15,66,48,0,2,1
7.19,30,10,0,Medium,1,40,29,61,0,62,44,15,55,29,0,2,0
6.84,58,33,3,High,2,75,39,91,4,45,40,55,76,19,1,2,0
7.09,42,10,1,Low,1,46,39,68,2,70,31,20,47,10,2,2,0
8.48,64,28,1,Low,1,62,67,51,4,80,66,24,42,47,3,2,1
9.08,61,50,2,Low,0,54,35,51,0,63,54,37,45,67,1,2,1
9.3,81,32,1,Medium,0,68,47,26,1,67,36,55,32,56,3,2,0
8.66,51,18,2,Low,1,76,45,51,1,71,71,19,32,50,0,2,1
8.04,65,50,4,High,3,67,43,100,1,61,60,63,85,28,3,2,1
7.4,51,32,3,Low,1,49,23,56,2,57,48,18,25,52,0,3,0
8.65,60,76,1,Medium,0,51,25,65,4,51,45,36,63,27,0,3,1
7.54,53,69,4,High,2,100,58,98,4,32,45,33,61,36,1,2,1
7.14,42,21,2,Low,2,79,54,70,0,34,41,25,34,17,0,1,0
5.64,43,43,4,High,0,58,31,46,2,71,52,36,33,43,0,3,0
6.73,49,50,3,Low,0,51,39,66,3,52,57,53,45,47,2,3,1
8.73,65,41,2,Low,0,36,44,44,1,55,69,51,36,9,0,1,1
9.83,69,30,2,High,2,82,43,71,0,79,87,49,49,67,1,1,1
7.3,63,48,4,Medium,2,49,55,50,0,42,39,48,38,85,2,2,1
8.23,70,51,3,Medium,0,80,59,52,0,63,52,51,43,34,0,3,1
7.19,40,26,2,Medium,0,76,50,52,2,51,44,24,37,21,3,3,1
6.49,59,52,0,Medium,2,86,62,26,1,52,40,41,37,60,2,3,1
8.58,47,26,1,Medium,3,75,75,53,1,53,36,23,35,29,0,3,1
8.41,67,34,1,Medium,2,58,36,34,1,45,57,35,35,40,2,3,1
9.45,74,58,1,Medium,1,62,42,39,1,52,68,67,44,82,1,2,1
5.2,20,24,3,Medium,0,62,51,70,4,31,39,31,54,0,0,3,0
5.0,41,16,2,Medium,1,57,46,56,1,39,34,43,46,8,0,2,0
7.72,50,53,2,Low,0,32,35,48,1,34,45,48,36,38,0,2,0
5.53,34,10,1,Medium,2,25,20,43,1,27,33,15,21,0,0,2,0
6.17,63,40,3,High,1,75,49,73,1,47,50,60,61,30,0,3,0
5.68,36,26,1,Low,2,58,34,63,3,41,25,22,55,13,0,3,0
5.97,36,20,1,Low,1,79,25,52,2,47,25,40,40,40,0,3,0
5.31,42,25,1,Medium,2,55,49,71,2,41,46,33,43,39,3,1,0
5.95,53,70,1,High,0,61,20,36,3,74,43,43,33,0,0,1,1
9.57,65,37,3,Low,1,78,44,66,2,64,35,46,46,25,2,2,1
6.4,62,85,3,High,1,89,51,65,1,42,48,56,47,23,2,2,1
7.09,58,52,0,Low,0,56,70,35,3,51,66,23,15,30,2,2,1
6.35,21,21,1,Low,3,43,25,67,0,58,20,15,40,0,0,1,0
7.81,50,47,3,Low,1,83,53,77,4,53,42,47,59,39,2,3,1
6.1,39,70,0,Low,1,56,26,48,3,53,48,40,30,9,0,3,0
8.34,65,35,2,Medium,2,53,57,68,3,61,33,29,38,50,3,2,1
7.88,25,10,3,Medium,2,54,66,74,1,50,29,29,41,14,1,3,1
7.67,86,53,4,High,1,49,59,79,2,54,50,33,40,32,1,1,1
5.79,51,41,2,Low,2,75,43,74,4,63,37,85,57,58,1,2,1
9.12,66,25,2,Medium,0,37,18,67,3,63,52,66,56,67,0,3,1
8.21,73,56,2,Medium,0,63,61,53,1,44,41,55,34,49,1,3,1
7.32,82,87,2,Low,1,66,45,28,0,47,45,52,33,44,1,1,1
6.31,58,47,2,High,1,51,34,37,1,21,39,30,25,13,0,3,0
8.04,69,48,2,Medium,1,90,70,64,0,56,83,37,38,62,1,3,1
5.98,47,28,1,Medium,0,78,41,53,5,60,55,38,46,44,1,2,0
8.24,57,58,8,High,1,53,42,95,2,40,57,32,55,17,1,3,1
8.82,57,32,2,Medium,2,60,54,79,2,60,61,34,49,20,1,2,1
6.19,37,58,4,Medium,1,78,34,69,2,57,32,15,56,31,0,3,0
6.07,38,60,2,Medium,3,63,23,66,0,58,45,37,39,0,1,3,0
5.7,27,27,2,Low,2,87,47,51,1,58,49,24,53,3,0,3,0
7.54,54,42,2,Medium,0,72,57,46,0,30,50,49,39,11,0,1,1
5.79,24,37,1,High,0,66,27,51,2,50,34,31,28,0,0,2,0
9.49,69,69,3,Low,0,66,44,61,5,44,58,53,45,26,1,3,1
8.55,60,34,1,Medium,2,100,45,44,1,45,78,92,55,54,0,2,1
7.53,56,36,3,High,0,43,48,83,1,62,61,58,76,0,0,3,1
6.05,40,13,2,Medium,0,42,56,52,3,47,35,15,43,32,0,1,0
5.98,82,68,1,Medium,2,57,66,47,1,53,61,62,47,54,3,1,1
6.89,67,61,2,Low,1,87,56,62,1,38,37,42,61,59,1,2,1
6.77,35,10,3,Low,0,25,35,51,1,66,70,19,17,26,2,3,1
8.65,64,42,2,High,0,27,28,36,2,66,76,32,35,30,0,1,1
6.33,40,12,1,Medium,2,54,41,69,3,57,43,40,54,7,2,2,0
8.36,47,24,2,Medium,2,100,40,55,2,43,67,54,51,48,2,1,1
8.4,44,44,3,Medium,0,62,39,74,2,71,55,23,32,36,2,2,1
8.25,64,38,2,Medium,1,41,55,67,3,52,47,59,46,28,1,2,0
7.81,48,34,4,High,2,76,56,74,2,46,53,44,53,46,0,2,1
6.03,57,20,1,Low,2,91,61,61,2,52,53,61,64,25,3,2,0
7.54,67,54,2,Medium,2,50,51,84,4,59,66,67,86,40,0,2,1
5.95,62,47,3,Medium,1,70,41,62,1,34,29,36,40,25,2,3,1
9.26,55,32,3,Low,2,64,47,100,3,85,48,65,61,43,0,1,1
5.94,51,37,2,Low,0,72,56,71,4,66,68,28,57,10,0,2,1
5.7,51,43,0,Medium,0,53,38,43,2,50,65,80,76,24,0,2,1
